Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807904 Madrid distrito 04;2807904053 Madrid sección 04053;Renta neta media por hogar;2023;45.385
28079 Madrid;2807904 Madrid distrito 04;2807904054 Madrid sección 04054;Renta neta media por hogar;2023;57.662
28079 Madrid;2807904 Madrid distrito 04;2807904055 Madrid sección 04055;Renta neta media por hogar;2023;53.360
28079 Madrid;2807904 Madrid distrito 04;2807904056 Madrid sección 04056;Renta neta media por hogar;2023;59.510
28079 Madrid;2807904 Madrid distrito 04;2807904057 Madrid sección 04057;Renta neta media por hogar;2023;51.375
28079 Madrid;2807904 Madrid distrito 04;2807904058 Madrid sección 04058;Renta neta media por hogar;2023;53.036
28079 Madrid;2807904 Madrid distrito 04;2807904060 Madrid sección 04060;Renta neta media por hogar;2023;49.153
28079 Madrid;2807904 Madrid distrito 04;2807904061 Madrid sección 04061;Renta neta media por hogar;2023;71.748
28079 Madrid;2807904 Madrid distrito 04;2807904062 Madrid sección 04062;Renta neta media por hogar;2023;55.956
28079 Madrid;2807904 Madrid distrito 04;2807904063 Madrid sección 04063;Renta neta media por hogar;2023;53.511
28079 Madrid;2807904 Madrid distrito 04;2807904064 Madrid sección 04064;Renta neta media por hogar;2023;54.565
28079 Madrid;2807904 Madrid distrito 04;2807904065 Madrid sección 04065;Renta neta media por hogar;2023;56.588
28079 Madrid;2807904 Madrid distrito 04;2807904067 Madrid sección 04067;Renta neta media por hogar;2023;55.128
28079 Madrid;2807904 Madrid distrito 04;2807904068 Madrid sección 04068;Renta neta media por hogar;2023;58.407
28079 Madrid;2807904 Madrid distrito 04;2807904069 Madrid sección 04069;Renta neta media por hogar;2023;55.675
28079 Madrid;2807904 Madrid distrito 04;2807904070 Madrid sección 04070;Renta neta media por hogar;2023;49.394
28079 Madrid;2807904 Madrid distrito 04;2807904071 Madrid sección 04071;Renta neta media por hogar;2023;57.344
28079 Madrid;2807904 Madrid distrito 04;2807904072 Madrid sección 04072;Renta neta media por hogar;2023;55.287
28079 Madrid;2807904 Madrid distrito 04;2807904073 Madrid sección 04073;Renta neta media por hogar;2023;67.002
28079 Madrid;2807904 Madrid distrito 04;2807904074 Madrid sección 04074;Renta neta media por hogar;2023;55.486
28079 Madrid;2807904 Madrid distrito 04;2807904075 Madrid sección 04075;Renta neta media por hogar;2023;80.426
28079 Madrid;2807904 Madrid distrito 04;2807904076 Madrid sección 04076;Renta neta media por hogar;2023;85.064
28079 Madrid;2807904 Madrid distrito 04;2807904077 Madrid sección 04077;Renta neta media por hogar;2023;88.788
28079 Madrid;2807904 Madrid distrito 04;2807904078 Madrid sección 04078;Renta neta media por hogar;2023;83.385
28079 Madrid;2807904 Madrid distrito 04;2807904079 Madrid sección 04079;Renta neta media por hogar;2023;77.733
28079 Madrid;2807904 Madrid distrito 04;2807904080 Madrid sección 04080;Renta neta media por hogar;2023;89.227
28079 Madrid;2807904 Madrid distrito 04;2807904081 Madrid sección 04081;Renta neta media por hogar;2023;92.238
28079 Madrid;2807904 Madrid distrito 04;2807904082 Madrid sección 04082;Renta neta media por hogar;2023;74.741
28079 Madrid;2807904 Madrid distrito 04;2807904083 Madrid sección 04083;Renta neta media por hogar;2023;62.725
28079 Madrid;2807904 Madrid distrito 04;2807904084 Madrid sección 04084;Renta neta media por hogar;2023;65.570
28079 Madrid;2807904 Madrid distrito 04;2807904085 Madrid sección 04085;Renta neta media por hogar;2023;57.395
28079 Madrid;2807904 Madrid distrito 04;2807904086 Madrid sección 04086;Renta neta media por hogar;2023;53.100
28079 Madrid;2807904 Madrid distrito 04;2807904087 Madrid sección 04087;Renta neta media por hogar;2023;52.891
28079 Madrid;2807904 Madrid distrito 04;2807904088 Madrid sección 04088;Renta neta media por hogar;2023;54.059
28079 Madrid;2807904 Madrid distrito 04;2807904089 Madrid sección 04089;Renta neta media por hogar;2023;46.258
28079 Madrid;2807904 Madrid distrito 04;2807904090 Madrid sección 04090;Renta neta media por hogar;2023;48.752
28079 Madrid;2807904 Madrid distrito 04;2807904091 Madrid sección 04091;Renta neta media por hogar;2023;41.713
28079 Madrid;2807904 Madrid distrito 04;2807904092 Madrid sección 04092;Renta neta media por hogar;2023;49.604
28079 Madrid;2807904 Madrid distrito 04;2807904093 Madrid sección 04093;Renta neta media por hogar;2023;50.828
28079 Madrid;2807904 Madrid distrito 04;2807904094 Madrid sección 04094;Renta neta media por hogar;2023;63.083
28079 Madrid;2807904 Madrid distrito 04;2807904095 Madrid sección 04095;Renta neta media por hogar;2023;""
28079 Madrid;2807904 Madrid distrito 04;2807904096 Madrid sección 04096;Renta neta media por hogar;2023;59.761
28079 Madrid;2807904 Madrid distrito 04;2807904097 Madrid sección 04097;Renta neta media por hogar;2023;99.659
28079 Madrid;2807904 Madrid distrito 04;2807904098 Madrid sección 04098;Renta neta media por hogar;2023;82.368
28079 Madrid;2807904 Madrid distrito 04;2807904099 Madrid sección 04099;Renta neta media por hogar;2023;62.042
28079 Madrid;2807904 Madrid distrito 04;2807904100 Madrid sección 04100;Renta neta media por hogar;2023;79.256
28079 Madrid;2807904 Madrid distrito 04;2807904101 Madrid sección 04101;Renta neta media por hogar;2023;44.744
28079 Madrid;2807904 Madrid distrito 04;2807904102 Madrid sección 04102;Renta neta media por hogar;2023;52.079
28079 Madrid;2807904 Madrid distrito 04;2807904103 Madrid sección 04103;Renta neta media por hogar;2023;56.120
28079 Madrid;2807904 Madrid distrito 04;2807904104 Madrid sección 04104;Renta neta media por hogar;2023;52.734
28079 Madrid;2807904 Madrid distrito 04;2807904105 Madrid sección 04105;Renta neta media por hogar;2023;69.143
28079 Madrid;2807904 Madrid distrito 04;2807904106 Madrid sección 04106;Renta neta media por hogar;2023;52.649
28079 Madrid;2807904 Madrid distrito 04;2807904107 Madrid sección 04107;Renta neta media por hogar;2023;81.498
28079 Madrid;2807904 Madrid distrito 04;2807904108 Madrid sección 04108;Renta neta media por hogar;2023;59.351
28079 Madrid;2807904 Madrid distrito 04;2807904109 Madrid sección 04109;Renta neta media por hogar;2023;70.008
28079 Madrid;2807904 Madrid distrito 04;2807904110 Madrid sección 04110;Renta neta media por hogar;2023;62.993
28079 Madrid;2807904 Madrid distrito 04;2807904111 Madrid sección 04111;Renta neta media por hogar;2023;76.456
28079 Madrid;2807904 Madrid distrito 04;2807904112 Madrid sección 04112;Renta neta media por hogar;2023;71.421
28079 Madrid;2807904 Madrid distrito 04;2807904113 Madrid sección 04113;Renta neta media por hogar;2023;78.608
28079 Madrid;2807904 Madrid distrito 04;2807904114 Madrid sección 04114;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904115 Madrid sección 04115;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904116 Madrid sección 04116;Renta neta media por hogar;2023;87.819
28079 Madrid;2807904 Madrid distrito 04;2807904117 Madrid sección 04117;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904118 Madrid sección 04118;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904119 Madrid sección 04119;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904120 Madrid sección 04120;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904121 Madrid sección 04121;Renta neta media por hogar;2023;87.916
28079 Madrid;2807904 Madrid distrito 04;2807904123 Madrid sección 04123;Renta neta media por hogar;2023;85.144
28079 Madrid;2807904 Madrid distrito 04;2807904124 Madrid sección 04124;Renta neta media por hogar;2023;67.270
28079 Madrid;2807904 Madrid distrito 04;2807904126 Madrid sección 04126;Renta neta media por hogar;2023;75.271
28079 Madrid;2807904 Madrid distrito 04;2807904127 Madrid sección 04127;Renta neta media por hogar;2023;75.165
28079 Madrid;2807904 Madrid distrito 04;2807904128 Madrid sección 04128;Renta neta media por hogar;2023;67.434
28079 Madrid;2807904 Madrid distrito 04;2807904129 Madrid sección 04129;Renta neta media por hogar;2023;""
28079 Madrid;2807904 Madrid distrito 04;2807904130 Madrid sección 04130;Renta neta media por hogar;2023;104.774
28079 Madrid;2807904 Madrid distrito 04;2807904131 Madrid sección 04131;Renta neta media por hogar;2023;65.244
28079 Madrid;2807905 Madrid distrito 05;;Renta neta media por hogar;2023;79.274
28079 Madrid;2807905 Madrid distrito 05;2807905001 Madrid sección 05001;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905002 Madrid sección 05002;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905003 Madrid sección 05003;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905004 Madrid sección 05004;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905005 Madrid sección 05005;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905006 Madrid sección 05006;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905007 Madrid sección 05007;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905008 Madrid sección 05008;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905009 Madrid sección 05009;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905010 Madrid sección 05010;Renta neta media por hogar;2023;74.489
28079 Madrid;2807905 Madrid distrito 05;2807905011 Madrid sección 05011;Renta neta media por hogar;2023;68.857
28079 Madrid;2807905 Madrid distrito 05;2807905012 Madrid sección 05012;Renta neta media por hogar;2023;72.000
28079 Madrid;2807905 Madrid distrito 05;2807905013 Madrid sección 05013;Renta neta media por hogar;2023;81.306
28079 Madrid;2807905 Madrid distrito 05;2807905014 Madrid sección 05014;Renta neta media por hogar;2023;57.407
28079 Madrid;2807905 Madrid distrito 05;2807905015 Madrid sección 05015;Renta neta media por hogar;2023;55.012
28079 Madrid;2807905 Madrid distrito 05;2807905016 Madrid sección 05016;Renta neta media por hogar;2023;48.632
28079 Madrid;2807905 Madrid distrito 05;2807905017 Madrid sección 05017;Renta neta media por hogar;2023;43.532
28079 Madrid;2807905 Madrid distrito 05;2807905018 Madrid sección 05018;Renta neta media por hogar;2023;43.258
28079 Madrid;2807905 Madrid distrito 05;2807905019 Madrid sección 05019;Renta neta media por hogar;2023;50.508
28079 Madrid;2807905 Madrid distrito 05;2807905020 Madrid sección 05020;Renta neta media por hogar;2023;51.286
28079 Madrid;2807905 Madrid distrito 05;2807905021 Madrid sección 05021;Renta neta media por hogar;2023;41.803
28079 Madrid;2807905 Madrid distrito 05;2807905022 Madrid sección 05022;Renta neta media por hogar;2023;51.466
28079 Madrid;2807905 Madrid distrito 05;2807905023 Madrid sección 05023;Renta neta media por hogar;2023;63.079
28079 Madrid;2807905 Madrid distrito 05;2807905024 Madrid sección 05024;Renta neta media por hogar;2023;54.830
28079 Madrid;2807905 Madrid distrito 05;2807905025 Madrid sección 05025;Renta neta media por hogar;2023;58.715
28079 Madrid;2807905 Madrid distrito 05;2807905026 Madrid sección 05026;Renta neta media por hogar;2023;54.215
28079 Madrid;2807905 Madrid distrito 05;2807905027 Madrid sección 05027;Renta neta media por hogar;2023;50.666
28079 Madrid;2807905 Madrid distrito 05;2807905028 Madrid sección 05028;Renta neta media por hogar;2023;46.570
28079 Madrid;2807905 Madrid distrito 05;2807905029 Madrid sección 05029;Renta neta media por hogar;2023;42.129
28079 Madrid;2807905 Madrid distrito 05;2807905030 Madrid sección 05030;Renta neta media por hogar;2023;44.058
28079 Madrid;2807905 Madrid distrito 05;2807905031 Madrid sección 05031;Renta neta media por hogar;2023;57.149
28079 Madrid;2807905 Madrid distrito 05;2807905032 Madrid sección 05032;Renta neta media por hogar;2023;47.004
28079 Madrid;2807905 Madrid distrito 05;2807905033 Madrid sección 05033;Renta neta media por hogar;2023;63.357
28079 Madrid;2807905 Madrid distrito 05;2807905034 Madrid sección 05034;Renta neta media por hogar;2023;64.279
28079 Madrid;2807905 Madrid distrito 05;2807905035 Madrid sección 05035;Renta neta media por hogar;2023;59.331
28079 Madrid;2807905 Madrid distrito 05;2807905036 Madrid sección 05036;Renta neta media por hogar;2023;60.899
28079 Madrid;2807905 Madrid distrito 05;2807905037 Madrid sección 05037;Renta neta media por hogar;2023;82.925
28079 Madrid;2807905 Madrid distrito 05;2807905038 Madrid sección 05038;Renta neta media por hogar;2023;100.051
28079 Madrid;2807905 Madrid distrito 05;2807905039 Madrid sección 05039;Renta neta media por hogar;2023;65.793
28079 Madrid;2807905 Madrid distrito 05;2807905040 Madrid sección 05040;Renta neta media por hogar;2023;51.332
28079 Madrid;2807905 Madrid distrito 05;2807905041 Madrid sección 05041;Renta neta media por hogar;2023;42.636
28079 Madrid;2807905 Madrid distrito 05;2807905042 Madrid sección 05042;Renta neta media por hogar;2023;46.822
28079 Madrid;2807905 Madrid distrito 05;2807905043 Madrid sección 05043;Renta neta media por hogar;2023;66.630
28079 Madrid;2807905 Madrid distrito 05;2807905044 Madrid sección 05044;Renta neta media por hogar;2023;45.221
28079 Madrid;2807905 Madrid distrito 05;2807905045 Madrid sección 05045;Renta neta media por hogar;2023;46.410
28079 Madrid;2807905 Madrid distrito 05;2807905046 Madrid sección 05046;Renta neta media por hogar;2023;48.847
28079 Madrid;2807905 Madrid distrito 05;2807905047 Madrid sección 05047;Renta neta media por hogar;2023;49.743
28079 Madrid;2807905 Madrid distrito 05;2807905048 Madrid sección 05048;Renta neta media por hogar;2023;53.609
28079 Madrid;2807905 Madrid distrito 05;2807905049 Madrid sección 05049;Renta neta media por hogar;2023;74.686
28079 Madrid;2807905 Madrid distrito 05;2807905051 Madrid sección 05051;Renta neta media por hogar;2023;67.777
28079 Madrid;2807905 Madrid distrito 05;2807905052 Madrid sección 05052;Renta neta media por hogar;2023;81.945
28079 Madrid;2807905 Madrid distrito 05;2807905053 Madrid sección 05053;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905054 Madrid sección 05054;Renta neta media por hogar;2023;83.873
28079 Madrid;2807905 Madrid distrito 05;2807905055 Madrid sección 05055;Renta neta media por hogar;2023;70.920
28079 Madrid;2807905 Madrid distrito 05;2807905056 Madrid sección 05056;Renta neta media por hogar;2023;54.850
28079 Madrid;2807905 Madrid distrito 05;2807905057 Madrid sección 05057;Renta neta media por hogar;2023;57.337
28079 Madrid;2807905 Madrid distrito 05;2807905058 Madrid sección 05058;Renta neta media por hogar;2023;62.433
28079 Madrid;2807905 Madrid distrito 05;2807905059 Madrid sección 05059;Renta neta media por hogar;2023;52.506
28079 Madrid;2807905 Madrid distrito 05;2807905060 Madrid sección 05060;Renta neta media por hogar;2023;58.408
28079 Madrid;2807905 Madrid distrito 05;2807905061 Madrid sección 05061;Renta neta media por hogar;2023;87.474
28079 Madrid;2807905 Madrid distrito 05;2807905062 Madrid sección 05062;Renta neta media por hogar;2023;92.672
28079 Madrid;2807905 Madrid distrito 05;2807905063 Madrid sección 05063;Renta neta media por hogar;2023;102.290
28079 Madrid;2807905 Madrid distrito 05;2807905064 Madrid sección 05064;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905065 Madrid sección 05065;Renta neta media por hogar;2023;59.592
28079 Madrid;2807905 Madrid distrito 05;2807905066 Madrid sección 05066;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905067 Madrid sección 05067;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905068 Madrid sección 05068;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905069 Madrid sección 05069;Renta neta media por hogar;2023;92.253
28079 Madrid;2807905 Madrid distrito 05;2807905070 Madrid sección 05070;Renta neta media por hogar;2023;101.813
28079 Madrid;2807905 Madrid distrito 05;2807905072 Madrid sección 05072;Renta neta media por hogar;2023;90.251
28079 Madrid;2807905 Madrid distrito 05;2807905073 Madrid sección 05073;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905074 Madrid sección 05074;Renta neta media por hogar;2023;104.774
28079 Madrid;2807905 Madrid distrito 05;2807905075 Madrid sección 05075;Renta neta media por hogar;2023;104.774
